,source,target,weight
4365,98,165,-0.2
4366,1321,977,0.1
4367,834,823,0.2
4368,3573,75,0.2
4369,2077,1624,0.1
4370,2077,5142,-0.2
4371,2545,4608,0.1
4372,2592,3345,0.1
4373,3573,4004,-0.1
4374,2024,1240,0.1
4375,3043,1293,0.1
4376,2338,3275,0.1
4377,4279,2778,0.2
4378,1778,1705,0.1
4379,2587,3537,0.4
4380,176,2020,0.1
4381,1585,18,1.0
4382,159,567,0.1
4383,441,3680,-1.0
4384,2906,4434,0.1
4385,2146,2150,0.2
4386,3826,4741,0.1
4387,1773,2150,0.7
4388,1853,1668,0.2
4389,10,846,0.1
4390,66,44,0.3
4391,4520,977,0.4
4392,0,42,0.8
4393,1173,1186,0.1
4394,5082,3826,0.5
4395,2243,2150,0.7
4396,506,497,0.1
4397,1981,2446,-1.0
4398,1486,1489,0.1
4399,11,1410,0.1
4400,2247,2077,0.5
4401,2024,1875,0.1
4402,3378,3751,0.7
4403,4850,5027,0.1
4404,4092,4186,0.1
4405,269,406,0.2
4406,368,132,0.1
4407,3379,5104,-1.0
4408,1998,5105,-1.0
4409,4589,864,-1.0
4410,3938,3912,0.1
4411,4410,4409,0.1
4412,1987,226,0.1
4413,734,1507,0.1
4414,4686,4545,0.1
4415,2207,2150,0.2
4416,964,973,0.1
4417,4532,4171,0.5
4418,1700,1758,0.1
4419,3379,18,-0.1
4420,453,1853,0.1
4421,655,654,0.1
4422,1981,2126,0.1
4423,1176,2189,0.1
4424,2020,3683,-1.0
4425,882,867,0.5
4426,2847,1907,0.1
4427,1160,1344,0.9
4428,4365,1293,0.1
4429,453,448,0.1
4430,1500,1176,0.6
4431,5387,5382,0.1
4432,1685,2587,0.5
4433,3139,26,0.3
4434,0,234,0.1
4435,5459,5624,-1.0
4436,1465,1435,0.1
4437,1276,1310,0.5
4438,4122,4612,0.1
4439,1874,1981,0.1
4440,2953,3806,0.1
4441,2584,1764,0.1
4442,5556,5687,0.5
4443,977,3570,0.1
4444,1685,820,0.1
4445,864,0,0.4
4446,2189,1176,0.1
4447,1708,1866,0.1
4448,2884,117,-0.1
4449,1998,1746,-1.0
4450,1395,506,0.2
4451,1276,145,0.2
4452,4279,4427,0.1
4453,3838,4284,0.2
4454,2264,2801,0.1
4455,1885,1240,0.1
4456,4775,1873,0.1
4457,2016,1585,0.1
4458,1901,4283,0.1
4459,2949,5378,0.2
4460,3705,4074,0.2
4461,10,161,0.1
4462,3135,1310,0.2
4463,30,135,0.1
4464,3506,5433,0.3
4465,3573,4744,0.1
4466,909,637,0.8
4467,1293,2839,0.2
4468,4092,3573,0.4
4469,3643,441,0.3
4470,1907,1850,0.2
4471,4873,4874,0.1
4472,3825,2953,0.2
4473,1540,3668,-1.0
4474,2442,2450,0.1
4475,497,163,0.1
4476,2979,18,1.0
4477,108,3908,0.1
4478,1764,5379,-0.2
4479,3664,26,0.1
4480,4427,1998,0.1
4481,4668,1485,0.2
4482,602,45,0.3
4483,864,2139,0.1
4484,313,3379,0.1
4485,1981,2440,0.1
4486,2247,4964,0.3
4487,4957,4937,0.1
4488,4758,3759,0.2
4489,2819,1727,-0.1
4490,4489,4485,0.1
4491,1051,1063,0.1
4492,2893,2580,0.1
4493,551,1668,0.1
4494,64,6,0.3
4495,1208,1214,0.1
4496,2916,2570,0.5
4497,5512,669,0.1
4498,1226,111,0.1
4499,1241,1216,0.5
4500,691,3826,0.2
4501,163,4016,0.1
4502,2876,2632,0.2
4503,1644,1807,-1.0
4504,941,1021,0.1
4505,1764,2035,0.6
4506,1654,1354,0.1
4507,4481,4952,0.1
4508,1203,1087,0.1
4509,2964,3264,-0.5
4510,4650,4656,0.2
4511,1465,1981,0.3
4512,2587,3154,0.3
4513,2012,1981,0.1
4514,2587,3013,0.1
4515,26,1287,0.1
4516,1342,594,1.0
4517,1453,505,0.1
4518,111,112,0.1
4519,1969,1977,0.1
4520,3378,4944,-1.0
4521,2077,4979,-0.5
4522,3523,3919,0.1
4523,1522,483,0.2
4524,646,825,0.1
4525,2171,1293,0.1
4526,1998,4215,0.1
4527,1211,1423,0.1
4528,2720,2077,0.2
4529,4206,4465,0.5
4530,1121,1276,0.2
4531,3728,5428,0.1
4532,4829,1505,0.1
4533,1756,1871,0.1
4534,5087,5423,0.1
4535,1814,1459,0.1
4536,376,761,0.3
4537,420,409,0.1
4538,4027,3688,-0.1
4539,26,2124,0.1
4540,1512,2699,0.1
4541,3079,2602,0.2
4542,591,1192,0.1
4543,2672,2677,0.1
4544,176,2130,0.1
4545,3659,4128,0.1
4546,2953,3451,0.3
4547,2938,864,0.1
4548,974,783,0.4
4549,1276,344,0.1
4550,3020,2718,0.1
4551,805,1725,0.1
4552,3413,4423,0.2
4553,4590,4592,0.1
4554,353,6,0.1
4555,3841,5790,-1.0
4556,5510,5222,0.1
4557,321,4559,0.1
4558,1981,1603,0.1
4559,2094,2020,0.3
4560,3573,3160,0.1
4561,4004,2545,0.1
4562,5175,1907,0.1
4563,1764,4651,-1.0
4564,5,1276,0.2
4565,2128,4196,0.1
4566,3800,5425,0.1
4567,2342,864,0.1
4568,10,1959,0.2
4569,701,932,0.1
4570,2545,4686,0.1
4571,1859,1687,0.4
4572,279,689,0.1
4573,1839,1610,0.3
4574,6,245,0.1
4575,4523,190,0.1
4576,362,216,0.1
4577,3378,3382,0.1
4578,42,210,0.3
4579,2664,2644,1.0
4580,560,120,0.1
4581,11,1240,0.1
4582,4485,4489,0.2
4583,600,674,0.2
4584,2570,1718,0.2
4585,5323,5362,0.1
4586,3168,2218,0.1
4587,6,146,0.1
4588,0,381,0.2
4589,1594,4239,-0.1
4590,2247,4364,-0.7
4591,618,594,0.2
4592,4115,5063,0.1
4593,2879,2247,0.3
4594,3825,3826,0.1
4595,1372,428,0.2
4596,2077,1965,0.1
4597,6,232,0.2
4598,175,455,0.2
4599,1983,2876,0.2
4600,2796,1907,0.2
4601,323,2587,0.1
4602,931,862,0.1
4603,3841,3800,0.1
4604,4760,2204,0.1
4605,6,14,0.5
4606,1344,1311,-0.1
4607,5106,5105,-1.0
4608,1512,10,0.5
4609,1893,1293,0.3
4610,5082,3573,0.1
4611,163,907,0.1
4612,896,139,0.2
4613,4092,4967,-0.1
4614,2347,3819,0.1
4615,264,2365,0.1
4616,5719,4829,0.1
4617,506,4092,0.3
4618,3755,2570,0.1
4619,2126,2338,0.2
4620,864,1795,0.1
4621,3802,3951,0.1
4622,2302,2709,-1.0
4623,2778,2707,0.4
4624,1187,27,0.1
4625,3038,2338,0.1
4626,68,26,0.1
4627,2981,2070,0.5
4628,1540,2157,0.1
4629,83,1435,0.1
4630,2338,3378,-1.0
4631,3912,3910,0.1
4632,1981,3388,0.1
4633,1176,1415,0.1
4634,1698,1519,0.1
4635,4603,4206,0.1
4636,3723,2783,0.1
4637,4588,4643,0.1
4638,3819,2020,0.2
4639,1354,2960,-0.2
4640,5003,26,0.1
4641,4619,2884,0.1
4642,5170,2139,0.1
4643,4864,4866,0.1
4644,3601,2587,0.3
4645,4471,5111,-1.0
4646,2354,6,0.1
4647,1865,1764,0.7
4648,1673,2110,0.8
4649,26,4981,0.1
4650,926,233,0.2
4651,585,984,0.1
4652,2587,2727,0.1
4653,664,786,0.2
4654,693,691,0.2
4655,3998,190,0.1
4656,3719,4592,-1.0
4657,1456,2009,0.5
4658,1631,1756,0.1
4659,5413,0,0.7
4660,26,5258,0.1
4661,1541,1565,-1.0
4662,3714,4564,-1.0
4663,364,176,0.1
4664,3837,3505,0.1
4665,163,604,0.3
4666,4933,4792,0.2
4667,4589,4598,0.6
4668,2951,3285,0.2
4669,2486,3658,0.3
4670,3555,3910,0.4
4671,216,103,0.1
4672,851,75,0.1
4673,2094,132,0.1
4674,507,506,0.1
4675,24,35,0.1
4676,1522,1554,0.1
4677,1719,1853,0.1
4678,1764,2345,0.1
4679,589,648,0.1
4680,993,1291,0.2
4681,5269,5395,-1.0
4682,977,2949,0.3
4683,11,128,0.1
4684,406,1624,0.7
4685,2587,4891,0.1
4686,1312,83,0.1
4687,1786,5349,0.1
4688,1853,2460,0.1
4689,2718,1293,0.1
4690,1981,3273,0.1
4691,26,3665,0.1
4692,2020,3379,-1.0
4693,1435,1560,0.1
4694,1009,80,0.1
4695,1321,2462,-1.0
4696,3643,4206,0.6
4697,1321,1276,0.1
4698,5842,5134,0.1
4699,2247,2870,0.1
4700,864,4521,0.1
4701,2166,1354,0.3
4702,3719,4594,-1.0
4703,1512,1561,0.1
4704,2580,2970,0.1
4705,5204,240,0.2
4706,2732,26,0.1
4707,4366,4656,0.2
4708,1592,1630,0.1
4709,1786,4608,-1.0
4710,195,366,0.1
4711,1836,1725,0.2
4712,177,4115,0.1
4713,1334,1276,0.3
4714,4115,5222,0.1
4715,1486,2212,0.1
4716,1293,1769,0.2
4717,0,1344,0.5
4718,3476,2017,0.5
4719,2233,1540,0.2
4720,118,95,0.2
4721,3573,24,0.5
4722,485,435,0.2
4723,10,120,0.1
4724,4083,3838,0.1
4725,6,1512,0.1
4726,4219,5603,0.1
4727,2672,1585,0.1
4728,216,2762,0.1
4729,222,507,0.2
4730,1786,1948,0.1
4731,2045,2037,0.1
4732,5,497,0.5
4733,0,1012,0.2
4734,4952,4481,0.1
4735,3335,3555,0.3
4736,1121,1216,0.1
4737,4559,4279,0.1
4738,2778,2128,0.1
4739,5355,1804,0.1
4740,3646,5588,0.1
4741,1794,1439,0.1
4742,191,20,0.1
4743,791,691,-1.0
4744,3227,3247,0.1
4745,2682,2681,0.2
4746,3946,2236,0.1
4747,4413,4545,1.0
4748,69,2787,0.2
4749,2587,2807,0.1
4750,3784,26,0.2
4751,199,11,0.2
4752,1671,734,0.2
4753,606,683,0.1
4754,1756,1814,0.1
4755,2221,2077,0.1
4756,319,1993,0.1
4757,1999,153,0.1
4758,5438,86,0.2
4759,26,2143,0.1
4760,2077,1541,0.1
4761,1708,1814,0.1
4762,1981,2037,0.2
4763,3823,2592,0.3
4764,3819,4296,0.3
4765,240,4433,0.5
4766,3378,4641,0.1
4767,4289,2587,0.1
4768,589,346,0.2
4769,2247,3184,0.1
4770,3040,3467,0.1
4771,850,343,0.1
4772,75,876,0.1
4773,3435,3432,0.1
4774,1360,864,0.1
4775,2020,2297,0.1
4776,681,644,0.1
4777,3369,2128,0.1
4778,2020,1512,0.1
4779,2374,1764,0.1
4780,2886,2387,0.1
4781,216,21,0.1
4782,4258,3573,0.1
4783,1248,1216,0.3
4784,5340,5158,0.2
4785,2128,3523,0.2
4786,1326,1234,0.3
4787,2676,1647,0.1
4788,4592,3819,-1.0
4789,1951,3751,0.1
4790,1354,3418,0.2
4791,1698,1779,0.1
4792,753,926,0.1
4793,2166,2295,0.2
4794,3470,4376,0.1
4795,3646,4807,-0.2
4796,4154,2884,0.3
4797,864,2146,0.1
4798,3040,1786,0.1
4799,2748,2359,0.1
4800,5319,3910,0.2
4801,3623,1786,0.1
4802,2173,1981,0.2
4803,4559,3258,0.1
4804,1369,4775,0.1
4805,180,163,0.3
4806,1998,2110,0.1
4807,1514,1505,0.1
4808,3623,4243,0.1
4809,1500,1541,0.1
4810,2819,853,-0.1
4811,72,4116,-1.0
4812,737,691,1.0
4813,2269,103,0.1
4814,882,1216,0.1
4815,3062,4245,0.1
4816,3204,1293,0.1
4817,2587,2117,0.1
4818,2635,2614,-1.0
4819,4936,4115,0.1
4820,1133,593,0.1
4821,1764,2548,-1.0
4822,1176,1443,0.1
4823,3566,4183,0.1
4824,4653,1764,-1.0
4825,3506,5543,0.5
4826,3275,4092,0.2
4827,2674,2592,0.4
4828,1166,482,0.2
4829,5479,5719,0.3
4830,2953,3486,0.1
4831,1925,4277,0.1
4832,3802,5058,0.3
4833,1685,2484,0.1
4834,75,42,0.3
4835,1321,1624,-0.1
4836,2570,2916,0.5
4837,3668,17,1.0
4838,1877,3607,0.1
4839,529,632,0.3
4840,3631,2146,-0.4
4841,3646,5473,0.1
4842,377,752,0.1
4843,217,244,0.4
4844,4373,4316,0.1
4845,3173,2354,0.5
4846,2939,5512,0.1
4847,5053,3275,0.1
4848,5583,4987,0.2
4849,68,1398,0.1
4850,4115,3413,0.1
4851,3819,3523,0.2
4852,2077,5248,-0.2
4853,5196,5192,0.1
4854,2388,2077,0.1
4855,4215,3743,0.1
4856,428,97,0.1
4857,4115,4877,0.1
4858,2077,864,0.2
4859,2247,313,0.2
4860,483,673,0.2
4861,98,1910,-1.0
4862,3522,1580,0.1
4863,3912,3938,0.1
4864,4045,4521,0.1
4865,2570,3272,0.2
4866,272,369,0.1
4867,2545,4489,0.2
4868,59,105,0.1
4869,977,2243,0.6
4870,4794,4545,0.1
4871,1163,1685,0.1
4872,163,321,0.1
4873,26,1160,0.3
4874,2308,1907,0.1
4875,744,163,0.1
4876,198,111,0.1
4877,4115,4430,0.4
4878,497,1267,-1.0
4879,145,1616,-0.5
4880,3204,2338,-1.0
4881,1850,1624,0.2
4882,2356,141,0.1
4883,3079,2718,0.1
4884,1616,1498,0.1
4885,4921,4775,0.1
4886,506,3743,0.1
4887,3623,1072,0.1
4888,1712,1344,-0.2
4889,3819,4196,0.3
4890,2587,3054,0.2
4891,5413,5611,0.1
4892,2632,2808,-0.3
4893,623,482,0.1
4894,2587,3814,0.1
4895,2338,2669,-0.1
4896,1907,264,0.8
4897,1240,734,0.2
4898,159,248,0.1
4899,5644,3396,0.5
4900,75,1585,0.3
4901,1786,3623,0.1
4902,3247,2511,0.1
4903,3985,26,0.1
4904,3681,3712,-1.0
4905,4590,4643,1.0
4906,105,163,0.1
4907,2981,2592,0.3
4908,451,412,0.1
4909,4358,3573,0.1
4910,5859,5797,0.1
4911,609,163,0.2
4912,4115,4187,0.1
4913,3309,1853,0.1
4914,454,354,0.5
4915,2262,1276,0.1
4916,829,1344,-0.2
4917,2755,1981,1.0
4918,1876,2245,0.1
4919,4807,5379,1.0
4920,5793,3751,0.2
4921,993,4697,0.1
4922,3719,4589,-1.0
4923,1012,805,0.1
4924,5692,5878,0.1
4925,3062,4620,0.1
4926,4245,3453,0.1
4927,5156,4092,0.1
4928,1513,1144,0.3
4929,4545,4465,0.2
4930,1725,1754,0.1
4931,897,882,0.1
4932,5128,1144,1.0
4933,4092,4434,0.1
4934,1875,2020,0.2
4935,864,4104,0.1
4936,918,791,0.3
4937,791,865,-1.0
4938,3937,3800,0.1
4939,2974,5143,0.1
4940,98,3825,-0.1
4941,794,719,0.5
4942,476,931,0.2
4943,5433,5568,0.1
4944,3683,3714,-1.0
4945,1571,18,0.3
4946,2884,3168,0.1
4947,428,884,0.3
4948,1800,2335,0.1
4949,26,5808,0.1
4950,4609,3819,0.2
4951,3385,2587,0.1
4952,4746,26,0.2
4953,56,86,0.3
4954,1354,2020,0.1
4955,6,72,0.2
4956,2130,1901,0.2
4957,3402,2916,0.1
4958,495,173,0.1
4959,1833,1725,0.1
4960,4619,5705,0.1
4961,2247,2876,0.1
4962,3710,4582,-1.0
4963,1514,2432,0.1
4964,2304,2070,0.1
4965,3711,4583,-1.0
4966,170,802,0.1
4967,2302,2691,-1.0
4968,1357,1794,0.2
4969,1685,2098,0.3
4970,2751,2815,0.2
4971,1764,2517,-1.0
4972,240,1404,0.1
4973,185,422,0.2
4974,1310,205,-1.0
4975,1240,2053,0.1
4976,30,1994,0.1
4977,2581,2585,-0.3
4978,3470,1568,0.1
4979,505,3193,0.1
4980,230,0,0.5
4981,1021,1138,0.1
4982,1981,2627,-1.0
4983,3593,1369,0.3
4984,1202,1121,0.2
4985,26,2654,0.1
4986,165,880,0.4
4987,977,3574,0.1
4988,354,159,0.1
4989,3659,3724,0.1
4990,4933,2185,0.1
4991,2732,4182,0.1
4992,497,754,0.1
4993,864,4201,0.1
4994,5796,3800,0.3
4995,1310,5346,0.1
4996,3062,3885,0.1
4997,43,56,0.4
4998,3372,2840,0.1
4999,2010,1875,0.1
5000,4749,4783,0.1
5001,2020,2515,-1.0
5002,24,41,0.1
5003,26,3139,0.2
5004,2534,10,0.2
5005,1764,4585,-1.0
5006,3906,3648,0.2
5007,1519,1176,0.3
5008,3093,2884,0.3
5009,422,401,0.3
5010,1893,1344,0.3
5011,1216,344,0.1
5012,412,1057,0.1
5013,864,3910,0.2
5014,2876,3150,0.2
5015,1764,855,0.1
5016,2166,1987,0.1
5017,481,482,0.1
5018,2035,1764,0.7
5019,884,183,0.1
5020,1512,368,0.1
5021,2587,3751,0.5
5022,3349,3087,0.1
5023,1616,1655,1.0
5024,4619,26,0.1
5025,3062,4625,0.1
5026,848,403,0.3
5027,3903,4199,0.1
5028,867,805,0.1
5029,1769,4577,-1.0
5030,1469,4973,0.1
5031,3759,3623,0.2
5032,132,2125,0.1
5033,1275,6,0.2
5034,812,354,0.1
5035,1998,5175,0.1
5036,106,81,0.1
5037,0,5801,0.2
5038,5269,4206,0.4
5039,2635,2651,-1.0
5040,4724,4604,0.1
5041,2295,2465,-0.1
5042,2247,1719,0.1
5043,2790,2823,0.1
5044,81,75,0.1
5045,507,4502,0.2
5046,2582,2580,0.9
5047,4559,3470,0.1
5048,1310,1921,0.1
5049,3932,3416,0.1
5050,141,3438,0.1
5051,3713,4594,-1.0
5052,2261,4413,0.1
5053,1012,1163,0.1
5054,30,81,0.1
5055,2146,1800,-0.1
5056,2077,5137,-1.0
5057,1764,4337,0.1
5058,2126,1981,0.1
5059,2534,2672,0.1
5060,5134,4775,0.1
5061,1764,551,0.5
5062,2839,4111,0.1
5063,2587,3271,0.3
5064,2006,1341,-1.0
5065,98,1760,0.1
5066,5479,5724,0.3
5067,495,483,0.2
5068,1310,864,-0.1
5069,2942,3150,0.1
5070,4967,4741,0.1
5071,17,15,0.1
5072,26,3452,0.1
5073,5814,1998,0.1
5074,1344,1547,0.1
5075,2032,2023,0.1
5076,3751,3743,0.2
5077,10,4274,0.1
5078,4373,4277,0.1
5079,1764,2330,0.1
5080,2820,3154,0.1
5081,269,1310,0.2
5082,3372,4223,0.5
5083,2755,18,0.1
5084,2819,2087,-0.1
5085,26,1550,0.1
5086,1524,1525,0.2
5087,3714,4588,-1.0
5088,437,365,0.1
5089,4348,4206,0.2
5090,977,3247,0.1
5091,2377,2964,0.1
5092,1568,1276,0.5
5093,1219,996,1.0
5094,2077,5233,-0.2
5095,1521,2587,0.3
5096,4689,4441,0.1
5097,882,26,0.1
5098,106,734,0.1
5099,1998,5814,0.1
5100,2627,2125,-1.0
5101,1998,5108,-1.0
5102,163,510,0.1
5103,2338,441,0.1
5104,2669,1685,0.9
5105,365,537,0.2
5106,977,884,0.1
5107,6,48,0.3
5108,2146,2258,0.1
5109,2511,2420,0.1
5110,3378,4741,0.1
5111,163,1522,0.5
5112,4937,4935,0.1
5113,5272,3670,0.1
5114,2070,3305,0.8
5115,0,1998,0.1
5116,4206,5309,0.1
5117,244,16,0.1
5118,3012,1907,0.2
5119,163,4392,0.2
5120,2146,1113,0.3
5121,3751,5491,0.3
5122,1585,75,0.1
5123,1456,2262,0.1
5124,2534,2016,0.1
5125,4845,5022,0.1
5126,506,726,0.2
5127,5309,4833,0.1
5128,4801,669,0.1
5129,3277,3046,0.1
5130,1981,2533,0.1
5131,4115,4376,0.2
5132,230,1163,0.1
5133,2943,26,0.1
5134,2241,375,0.1
5135,3815,3565,0.3
5136,466,2239,0.1
5137,1568,4185,0.1
5138,864,1540,0.1
5139,1200,1189,0.1
5140,1846,1541,0.1
5141,1185,1121,0.1
5142,2938,132,0.2
5143,69,3275,-1.0
5144,1844,1725,0.2
5145,1444,1512,0.1
5146,1505,1718,0.3
5147,5131,2328,0.1
5148,552,10,0.1
5149,476,10,0.1
5150,1983,1764,0.1
5151,2587,3441,0.1
5152,105,26,0.3
5153,1522,1498,0.1
5154,2354,3470,0.1
5155,5618,5617,1.0
5156,2323,2125,0.2
5157,1786,977,0.4
5158,5491,4829,0.1
5159,726,95,0.5
5160,463,387,0.1
5161,492,448,0.1
5162,4161,5273,-1.0
5163,0,23,0.1
5164,3719,4653,-1.0
5165,3910,4092,0.5
5166,1814,1919,0.1
5167,1447,75,0.1
5168,4171,2254,0.1
5169,1469,1764,0.4
5170,5682,5705,0.1
5171,2626,1500,1.0
5172,864,5186,0.1
5173,1242,497,0.1
5174,2669,2602,0.1
5175,1324,385,0.2
5176,2576,2610,1.0
5177,1521,4590,-1.0
5178,1998,5437,-1.0
5179,4115,30,0.2
5180,2587,4430,0.3
5181,1306,1512,0.1
5182,1907,2855,0.3
5183,4314,3643,0.4
5184,45,592,0.1
5185,26,2599,0.1
5186,4115,4794,0.1
5187,4458,441,1.0
5188,1308,1271,0.1
5189,1352,4545,0.2
5190,2146,829,-1.0
5191,1486,1786,0.2
5192,4004,3503,0.1
5193,2624,98,-1.0
5194,4521,3579,0.3
5195,1947,26,0.1
5196,377,453,0.5
5197,2087,1981,0.2
5198,3456,2839,-1.0
5199,2420,3838,0.1
5200,5442,5577,0.1
5201,1311,1341,0.4
5202,1567,1435,0.1
5203,1310,3800,0.2
5204,1756,264,0.2
5205,30,2016,0.1
5206,387,617,0.1
5207,2819,2625,-0.1
5208,1568,4296,0.1
5209,2545,4712,0.3
5210,1444,864,0.6
5211,261,163,0.4
5212,791,886,0.3
5213,1647,163,0.1
5214,323,1814,0.3
5215,896,1894,0.1
5216,1661,1524,0.5
5217,1443,1344,0.1
5218,313,2442,0.1
5219,2016,2587,0.8
5220,75,4559,0.5
5221,867,898,0.1
5222,3419,3468,0.1
5223,1813,1647,0.1
5224,3659,2338,0.1
5225,2479,26,0.1
5226,5847,5836,1.0
5227,2876,5751,-1.0
5228,3819,2083,0.1
5229,1786,5,0.1
5230,1135,1279,0.1
5231,3717,4585,-1.0
5232,2795,1907,0.1
5233,2587,3566,0.3
5234,1639,1953,0.5
5235,121,240,0.3
5236,4698,4092,0.1
5237,2077,5308,-0.1
5238,387,163,0.4
5239,91,883,0.1
5240,250,176,0.1
5241,6,122,0.3
5242,3402,30,0.2
5243,453,347,0.1
5244,1443,1176,0.1
5245,2587,3045,0.1
5246,1680,1341,0.1
5247,2140,3294,0.2
5248,1698,1734,0.1
5249,4152,4092,0.1
5250,3573,4206,0.8
5251,3454,4801,0.1
5252,3580,3981,0.1
5253,4314,4316,0.3
5254,26,5468,0.1
5255,3705,3707,0.1
5256,3356,3294,0.1
5257,5259,4092,1.0
5258,187,0,0.1
5259,2587,108,0.3
5260,3684,3713,-1.0
5261,2587,3493,0.3
5262,5,1706,0.5
5263,1152,1151,0.1
5264,3378,4521,0.2
5265,2125,1456,0.1
5266,1764,2188,0.1
5267,4078,1293,-0.3
5268,4169,4092,0.4
5269,2602,1354,0.1
5270,1293,3046,0.1
5271,2587,10,0.1
5272,27,1785,0.1
5273,429,884,0.1
5274,2669,1521,0.4
5275,1951,1948,0.1
5276,2070,2303,0.1
5277,2347,2778,0.1
5278,6,10,0.1
5279,3577,2218,0.1
5280,351,350,0.1
5281,26,0,0.1
5282,1853,2669,0.2
5283,1981,1773,0.1
5284,3958,4284,0.1
5285,385,423,0.1
5286,436,385,0.1
5287,5411,5224,0.1
5288,3062,3864,0.1
5289,27,64,0.3
5290,1971,2669,0.5
5291,2042,2089,0.2
5292,859,4892,0.1
5293,739,379,0.1
5294,4092,3298,0.1
5295,4604,4675,0.1
5296,31,29,0.1
5297,3643,4457,-1.0
5298,593,1202,0.1
5299,1580,1698,0.1
5300,506,1846,0.1
5301,4092,4886,0.1
5302,1668,1113,0.1
5303,1685,24,0.1
5304,613,646,0.1
5305,4931,3191,0.3
5306,4783,4798,0.2
5307,167,267,0.1
5308,506,1947,0.1
5309,26,821,0.1
5310,1668,1965,0.1
5311,2256,5193,0.5
5312,4123,2,-1.0
5313,3383,3294,0.4
5314,2125,2213,-0.2
5315,41,0,0.7
5316,1484,896,0.1
5317,3062,4695,0.1
5318,874,871,0.5
5319,4092,5302,-0.5
5320,5825,5819,0.2
5321,3752,2338,0.5
5322,2173,2020,0.1
5323,3356,5545,0.3
5324,4504,4206,0.1
5325,2727,1512,0.1
5326,506,729,0.2
5327,132,673,0.2
5328,977,4206,0.6
5329,658,519,0.1
5330,4122,5266,0.2
5331,4115,977,0.5
5332,3705,1998,0.1
5333,2722,2077,0.2
5334,2850,2139,0.3
5335,1736,1707,0.1
5336,3203,2839,0.1
5337,5646,5647,0.5
5338,1522,1181,0.2
5339,5739,5736,1.0
5340,402,0,0.1
5341,4471,2587,0.1
5342,867,1690,0.1
5343,858,1522,0.1
5344,1,1321,0.8
5345,3800,26,0.2
5346,428,430,0.1
5347,1344,2648,-1.0
5348,1540,1616,-0.1
5349,1276,1344,0.5
5350,3525,1764,0.1
5351,1981,2808,0.1
5352,2587,2446,0.5
5353,1764,4591,-1.0
5354,2257,2297,0.1
5355,1435,1679,0.1
5356,1814,1905,0.1
5357,2077,5020,-1.0
5358,4092,3565,0.1
5359,3819,5186,0.1
5360,26,2761,0.1
5361,1907,2587,0.3
5362,1519,1698,0.1
5363,4749,2778,0.3
5364,1428,2338,0.1
5365,2587,3927,0.1
5366,4277,2062,0.1
5367,3378,3555,0.1
5368,3649,2587,0.3
5369,4903,4839,0.1
5370,821,828,0.1
5371,3819,2587,0.5
5372,1981,2133,0.1
5373,1764,2614,-1.0
5374,1966,1697,0.8
5375,5818,5546,-1.0
5376,124,412,0.1
5377,1285,870,1.0
5378,385,1512,0.2
5379,236,589,0.1
5380,4806,4477,-1.0
5381,137,180,0.1
5382,1760,26,0.1
5383,1998,1786,0.3
5384,4733,1150,1.0
5385,4558,2328,0.1
5386,3356,5533,0.2
5387,922,6,0.7
5388,2622,2618,0.3
5389,1764,2513,-1.0
5390,4834,4815,0.1
5391,4689,3802,0.1
5392,449,6,0.1
5393,1568,4109,0.1
5394,791,983,0.1
5395,1725,1927,0.1
5396,1321,2646,-1.0
5397,745,1344,0.2
5398,4896,4604,0.2
5399,1786,1310,0.1
5400,26,1553,0.1
5401,3684,1277,-1.0
5402,1310,98,-1.0
5403,1571,2185,0.1
5404,4443,4577,0.5
5405,2273,4741,0.1
5406,85,108,0.1
5407,1326,1369,0.3
5408,127,84,0.1
5409,4092,4119,0.1
5410,1981,2984,0.1
5411,1668,1793,0.2
5412,2214,2882,0.1
5413,703,1,0.1
5414,176,6,0.5
5415,4171,2139,0.1
5416,2782,4341,0.1
5417,5491,3743,0.1
5418,5867,24,0.2
5419,3646,5429,0.2
5420,5326,5321,0.8
5421,26,4189,0.1
5422,4333,4115,0.1
5423,1594,3378,0.1
5424,3716,1970,-1.0
5425,4309,4310,0.8
5426,2328,3191,0.1
5427,4279,4604,0.7
5428,3062,82,0.1
5429,5757,4444,0.1
5430,4296,3814,0.1
5431,2077,5232,-0.2
5432,2755,190,0.1
5433,2654,3185,0.1
5434,4470,3378,0.2
5435,1725,1833,0.1
5436,2635,2616,-1.0
5437,1519,1710,-1.0
5438,4404,2077,0.4
5439,4235,4798,0.1
5440,1727,1341,0.1
5441,2529,1981,0.1
5442,2882,2214,0.1
5443,3766,2839,0.1
5444,86,5411,0.1
5445,4433,4284,0.3
5446,4555,864,0.1
5447,1321,3668,-1.0
5448,2020,2276,0.1
5449,551,1310,0.1
5450,2204,1921,0.1
5451,2077,5291,-0.1
5452,2839,3266,0.2
5453,3079,3032,0.1
5454,27,1513,0.1
5455,2953,4905,0.1
5456,3819,5355,0.1
5457,3356,3659,0.1
5458,1306,505,0.2
5459,1725,139,0.2
5460,3636,2953,0.1
5461,1907,2943,0.2
5462,3275,5053,0.1
5463,662,508,0.1
5464,3910,4521,0.2
5465,4280,3356,0.1
5466,4826,3649,1.0
5467,948,714,0.2
5468,1310,158,0.1
5469,2886,2570,0.1
5470,4374,4528,0.1
5471,2076,4604,-1.0
5472,1540,1276,0.1
5473,2077,2587,0.1
5474,828,821,0.1
5475,3573,3631,0.1
