,source,target,weight
1191,3738,4206,0.2
1192,3717,4443,-1.0
1193,3577,3773,0.1
1194,1522,1544,0.1
1195,1902,3497,0.1
1196,451,264,0.1
1197,864,1668,0.3
1198,506,1395,0.3
1199,5105,1907,-1.0
1200,5341,2876,0.1
1201,1369,3593,0.1
1202,2338,1512,0.1
1203,2570,3402,0.2
1204,124,1354,0.2
1205,606,723,0.1
1206,794,719,0.5
1207,4430,3910,0.3
1208,1525,1524,0.2
1209,506,3643,-0.5
1210,26,4377,0.1
1211,4689,4858,0.1
1212,311,105,0.1
1213,163,196,0.1
1214,4585,1764,-1.0
1215,3643,3898,0.1
1216,3239,3150,0.8
1217,159,245,0.2
1218,2718,2773,0.1
1219,230,977,0.1
1220,1736,1707,0.1
1221,1725,1240,-0.1
1222,173,170,0.1
1223,1756,1306,0.1
1224,2500,1764,0.1
1225,1804,2156,0.1
1226,3126,2605,0.2
1227,693,698,0.1
1228,1222,497,0.2
1229,2285,26,0.1
1230,3154,3566,0.1
1231,3140,3386,0.2
1232,5371,4481,0.1
1233,2433,2974,0.1
1234,1521,2125,0.1
1235,16,2146,0.2
1236,5274,5269,0.2
1237,1306,1275,0.1
1238,4586,4372,-1.0
1239,2450,2442,0.1
1240,4752,4298,0.1
1241,3,44,0.7
1242,3643,2587,0.4
1243,2538,2077,0.2
1244,3125,977,0.2
1245,5429,5701,-0.1
1246,217,300,0.6
1247,2020,3379,-1.0
1248,4545,4251,0.1
1249,448,522,0.1
1250,620,621,0.1
1251,313,2254,0.2
1252,3751,646,0.3
1253,1594,4741,0.1
1254,4294,3838,0.1
1255,716,759,0.1
1256,2884,2958,0.1
1257,3623,2077,0.2
1258,1275,1344,0.5
1259,139,1712,0.3
1260,1321,1875,-0.1
1261,3372,1277,0.2
1262,2297,2247,0.4
1263,1321,1594,0.1
1264,230,772,0.1
1265,1981,2169,0.1
1266,4115,4222,0.1
1267,26,1344,0.2
1268,1786,2551,0.1
1269,791,831,0.3
1270,1032,170,0.7
1271,264,1568,0.1
1272,1619,6,0.1
1273,4034,4115,0.2
1274,1231,2861,-1.0
1275,2094,0,0.3
1276,3800,3912,0.1
1277,5339,26,0.8
1278,1334,269,0.1
1279,694,729,0.3
1280,2039,1998,0.1
1281,4215,1485,0.3
1282,5378,4788,0.2
1283,4698,4171,0.1
1284,691,781,0.2
1285,1321,667,0.8
1286,350,132,0.2
1287,1293,4726,0.1
1288,2077,2338,0.2
1289,5269,5523,0.1
1290,699,524,0.1
1291,2083,5030,0.1
1292,3717,4571,-1.0
1293,2817,2592,0.1
1294,506,4210,0.1
1295,0,482,0.2
1296,4372,4582,-1.0
1297,19,763,0.1
1298,4216,4200,0.1
1299,3819,4783,0.1
1300,791,694,0.3
1301,3164,3170,0.1
1302,4916,506,0.1
1303,1521,483,0.2
1304,5512,5605,0.1
1305,232,623,0.2
1306,2126,1571,0.4
1307,1,2,0.8
1308,3659,2354,0.1
1309,4214,2953,0.1
1310,1354,3040,0.1
1311,864,3566,0.2
1312,170,802,0.1
1313,282,264,0.1
1314,3594,3593,0.4
1315,1425,1354,0.1
1316,3857,2146,0.2
1317,1764,1929,0.4
1318,1552,506,0.1
1319,105,60,0.1
1320,3802,4195,0.1
1321,1293,3659,0.2
1322,5692,3631,0.1
1323,1469,3564,0.3
1324,3481,3491,0.8
1325,4444,5851,-1.0
1326,1241,841,0.1
1327,3898,2571,0.1
1328,1764,2035,0.6
1329,3898,3452,0.2
1330,6,163,0.4
1331,2637,2377,1.0
1332,3825,4279,0.3
1333,1950,1794,0.1
1334,4310,4309,1.0
1335,2580,3101,0.1
1336,5568,3534,0.1
1337,5222,3751,0.1
1338,2062,2587,0.4
1339,4115,3076,0.1
1340,175,392,0.1
1341,647,32,0.4
1342,452,3039,0.2
1343,5817,5134,0.1
1344,2655,1970,-1.0
1345,3528,5348,0.3
1346,1568,2247,0.2
1347,217,319,0.5
1348,5831,0,0.1
1349,4153,2782,0.3
1350,4427,240,0.4
1351,435,419,0.1
1352,2077,5187,-0.2
1353,1469,5356,0.1
1354,4778,4092,-1.0
1355,127,6,0.3
1356,809,188,0.1
1357,3802,3946,0.1
1358,228,5,0.3
1359,528,0,0.1
1360,3668,1321,-1.0
1361,2511,4092,0.3
1362,591,106,0.1
1363,4038,3659,0.1
1364,1161,1121,0.1
1365,2935,1907,0.1
1366,5579,5512,0.1
1367,2016,2033,0.2
1368,77,69,0.1
1369,3150,3580,0.6
1370,4206,4189,0.1
1371,1900,1981,0.2
1372,139,1010,0.1
1373,3802,2953,0.5
1374,1794,1357,0.2
1375,1764,4994,-1.0
1376,1685,1610,0.1
1377,3646,3631,0.2
1378,3623,4275,0.1
1379,3814,2587,0.3
1380,202,2820,0.1
1381,1276,1577,0.1
1382,2449,170,0.1
1383,977,2870,0.1
1384,2019,1981,0.2
1385,151,75,0.1
1386,2077,2943,0.2
1387,1012,481,0.1
1388,26,5136,0.1
1389,3819,4206,1.0
1390,3942,3659,0.1
1391,4170,977,0.2
1392,3926,3957,0.1
1393,216,977,0.1
1394,1853,1910,-1.0
1395,5550,5411,0.1
1396,1893,2750,0.1
1397,791,230,-1.0
1398,3714,4657,-1.0
1399,4248,26,0.1
1400,2079,3372,0.2
1401,864,2839,-1.0
1402,5729,5782,0.1
1403,3549,10,0.1
1404,3565,3893,0.2
1405,3062,3807,0.1
1406,3580,3659,0.2
1407,1217,1764,0.1
1408,3727,3728,0.1
1409,3643,3738,0.3
1410,540,542,0.1
1411,4316,4296,0.1
1412,4092,4348,-1.0
1413,4327,1764,-1.0
1414,3268,3344,0.1
1415,5134,5355,0.2
1416,1981,2150,0.5
1417,5651,5512,0.1
1418,4460,3201,0.1
1419,2077,5252,-0.2
1420,2009,4206,0.1
1421,4604,4788,0.5
1422,1585,3580,0.1
1423,1420,1764,0.1
1424,403,175,0.2
1425,841,1354,0.2
1426,2070,2981,0.2
1427,864,5545,-1.0
1428,743,21,0.1
1429,1561,896,0.1
1430,26,4401,0.1
1431,321,10,0.1
1432,407,495,0.2
1433,3515,3573,0.1
1434,4596,4653,0.1
1435,5204,4521,0.1
1436,1764,2614,-1.0
1437,5175,1998,0.1
1438,5372,3275,0.1
1439,4936,5156,0.1
1440,26,4709,0.1
1441,1794,3294,0.1
1442,2032,2034,1.0
1443,4444,5797,0.2
1444,2094,688,0.1
1445,3759,4519,0.2
1446,4769,26,0.1
1447,412,510,0.1
1448,3838,4318,-1.0
1449,3120,3947,0.3
1450,4633,4521,0.1
1451,3841,2338,0.1
1452,415,3372,0.1
1453,3275,2587,0.1
1454,398,0,0.1
1455,217,138,0.4
1456,159,347,0.1
1457,2587,3945,0.1
1458,0,820,0.1
1459,170,801,0.1
1460,500,1276,0.3
1461,3659,3845,0.1
1462,1998,4123,0.1
1463,3751,5722,0.2
1464,1344,1430,0.1
1465,108,3844,0.1
1466,1335,1121,0.1
1467,1522,1567,0.1
1468,2592,26,0.1
1469,5109,1998,-1.0
1470,3723,2783,0.1
1471,4471,4371,0.1
1472,217,211,0.5
1473,3062,3988,0.1
1474,3079,2338,0.1
1475,2098,2097,0.3
1476,2974,3646,-1.0
1477,3776,3751,0.1
1478,1459,2150,0.2
1479,1764,4651,-1.0
1480,2204,18,0.3
1481,98,1276,0.1
1482,4135,2545,0.1
1483,2020,2338,0.3
1484,1012,2405,0.2
1485,701,378,0.2
1486,10,606,0.2
1487,4746,5192,0.1
1488,900,21,0.1
1489,1444,0,0.2
1490,4521,3379,0.1
1491,3536,864,0.3
1492,434,422,0.2
1493,26,1947,0.1
1494,230,1764,0.1
1495,1434,209,0.2
1496,1640,264,0.1
1497,4592,4596,0.1
1498,30,1306,0.1
1499,2359,1764,0.3
1500,2195,1853,0.1
1501,26,1838,0.1
1502,1870,4471,0.1
1503,3019,3062,1.0
1504,30,1434,0.1
1505,6,2126,0.1
1506,2093,2185,0.1
1507,701,769,0.1
1508,972,887,0.3
1509,2254,4079,0.1
1510,1594,1764,0.5
1511,4559,3354,0.4
1512,2125,2628,-1.0
1513,4524,2884,0.1
1514,884,791,0.4
1515,217,401,0.4
1516,428,521,0.2
1517,1969,1983,0.2
1518,1521,176,0.6
1519,1764,2642,-1.0
1520,1723,1800,0.2
1521,1512,2218,0.1
1522,864,2257,0.1
1523,1276,1644,0.4
1524,973,736,1.0
1525,3245,1321,-1.0
1526,1369,313,0.1
1527,5118,26,0.1
1528,2218,15,-0.5
1529,4034,2254,0.3
1530,1727,1725,0.1
1531,4235,75,0.1
1532,29,16,0.2
1533,2765,4299,0.1
1534,2580,4835,0.1
1535,5142,3670,0.1
1536,5433,2570,0.4
1537,3962,3282,0.1
1538,488,26,0.3
1539,217,228,0.6
1540,1914,26,0.1
1541,1486,3378,0.1
1542,300,1718,0.4
1543,1012,580,0.1
1544,3523,2570,0.1
1545,109,140,0.1
1546,5702,3564,0.1
1547,5825,5827,0.5
1548,2592,3322,0.3
1549,26,105,0.3
1550,3115,2587,0.1
1551,4473,864,0.1
1552,3319,2077,0.1
1553,1669,2045,0.2
1554,1447,1521,0.2
1555,1521,240,0.1
1556,5064,3497,0.1
1557,4604,4642,0.3
1558,2790,3103,0.1
1559,1500,385,-1.0
1560,1387,428,0.3
1561,3621,977,0.1
1562,1953,1639,0.3
1563,3662,3751,0.2
1564,1430,1276,0.1
1565,4183,3566,0.3
1566,2587,3648,0.3
1567,2020,2615,-1.0
1568,2214,4248,0.1
1569,5845,5846,0.1
1570,4907,4805,0.2
1571,5426,5475,-0.1
1572,170,1032,0.2
1573,41,2755,0.2
1574,5622,3646,0.1
1575,1275,2884,0.1
1576,1117,632,0.5
1577,378,6,0.2
1578,4427,2486,0.1
1579,2247,2871,-0.1
1580,4806,2338,0.1
1581,5022,4115,0.1
1582,3348,4710,0.1
1583,3800,2354,0.1
1584,2754,202,-1.0
1585,233,587,0.2
1586,4573,4574,0.4
1587,1514,2432,0.1
1588,4330,3670,0.2
1589,521,1190,0.1
1590,2669,2738,0.4
1591,2077,2485,0.1
1592,3162,2979,0.1
1593,3282,3975,0.1
1594,4476,2511,0.1
1595,2279,2166,-0.5
1596,1219,996,1.0
1597,5158,5304,0.1
1598,3158,1764,0.1
1599,2328,2428,-1.0
1600,120,2668,-0.1
1601,1981,1773,0.1
1602,1474,310,0.2
1603,4246,3391,0.2
1604,3523,35,0.2
1605,1296,1227,0.1
1606,1512,1698,0.2
1607,26,1927,0.1
1608,4545,4686,-1.0
1609,21,264,0.1
1610,1121,1207,0.1
1611,3659,3554,0.1
1612,2624,98,-1.0
1613,3800,2214,0.1
1614,3356,4206,0.1
1615,1689,623,0.1
1616,882,1068,0.1
1617,2420,1501,0.5
1618,2185,2511,0.3
1619,4471,4852,0.1
1620,3659,4038,0.1
1621,150,75,0.2
1622,3497,4829,0.1
1623,72,6,0.4
1624,11,1240,0.1
1625,2338,4546,0.1
1626,4465,240,0.1
1627,920,867,0.1
1628,876,1227,0.2
1629,3573,3659,0.1
1630,1522,1500,0.1
1631,4083,4369,0.1
1632,2329,2321,0.1
1633,2458,1687,0.2
1634,1354,828,0.5
1635,1997,2672,0.2
1636,10,3150,0.1
1637,3472,3508,0.1
1638,4829,3032,0.2
1639,529,1128,0.2
1640,1907,4645,0.5
1641,1827,1698,0.1
1642,482,428,0.2
1643,1512,1276,0.1
1644,306,5134,0.1
1645,264,1773,0.5
1646,3503,3743,0.1
1647,947,2002,0.2
1648,1981,2257,0.2
1649,2247,4559,0.1
1650,5519,5518,1.0
1651,2214,1629,0.5
1652,4921,4996,0.1
1653,4170,323,0.3
1654,7,0,0.3
1655,2699,2684,0.1
1656,3503,2884,0.2
1657,1993,319,0.1
1658,4793,4791,-1.0
1659,2139,2884,0.1
1660,26,2659,0.1
1661,1697,3150,0.8
1662,120,603,0.1
1663,497,623,0.1
1664,4283,1901,0.8
1665,1149,366,0.2
1666,3518,4006,0.1
1667,707,740,0.1
1668,1413,1414,0.1
1669,3747,5012,0.3
1670,317,226,0.2
1671,1643,4458,0.2
1672,859,866,0.5
1673,5563,5528,0.1
1674,2995,3536,0.3
1675,4465,4752,0.1
1676,1571,1947,0.1
1677,26,4350,0.1
1678,2723,2925,0.1
1679,5152,5158,0.1
1680,1430,1814,0.1
1681,2587,3332,0.1
1682,1176,1341,0.2
1683,2819,403,-0.1
1684,52,626,0.1
1685,3130,3132,0.1
1686,1981,2360,0.1
1687,2862,1293,0.1
1688,3670,3555,0.1
1689,26,4511,0.1
1690,977,3475,0.2
1691,5411,5388,0.1
1692,1400,1334,0.2
1693,5385,5269,-1.0
1694,26,2718,0.1
1695,1685,4206,0.3
1696,2432,1769,0.2
1697,4835,4837,0.1
1698,2088,1204,0.1
1699,84,52,0.1
1700,1506,1176,0.1
1701,4978,4980,0.2
1702,0,316,0.1
1703,2241,2203,0.1
1704,1155,727,0.8
1705,1181,10,0.1
1706,1765,1610,0.1
1707,3747,2587,0.5
1708,2016,1981,0.8
1709,3800,5418,0.1
1710,1321,1485,0.3
1711,2622,2615,1.0
1712,2338,1571,0.1
1713,26,1978,0.1
1714,2876,5749,-1.0
1715,1321,1483,0.1
1716,4545,623,0.1
1717,26,4832,0.2
1718,4045,3819,0.1
1719,497,1242,0.1
1720,141,405,0.1
1721,1763,64,0.1
1722,4027,4612,0.1
1723,4481,5371,0.1
1724,1341,1541,0.7
1725,4219,3356,0.1
1726,497,1222,0.2
1727,815,817,0.2
1728,1512,1521,0.3
1729,4977,4978,0.3
1730,4591,4594,0.1
1731,69,2016,0.1
1732,145,864,0.4
1733,736,1902,0.5
1734,783,440,0.5
1735,1496,1647,0.2
1736,26,2734,0.1
1737,1157,422,0.1
1738,385,142,0.1
1739,2649,2648,0.3
1740,5556,5502,0.5
1741,5626,5134,0.1
1742,4373,2570,0.1
1743,2077,5280,-0.1
1744,1430,1354,0.1
1745,2077,4585,-1.0
1746,4427,5413,0.1
1747,3437,2587,1.0
1748,1011,1341,-0.1
1749,1853,2358,0.1
1750,26,2746,0.1
1751,4092,3646,-1.0
1752,4836,3659,0.6
1753,1435,1723,0.2
1754,45,550,0.1
1755,2007,2020,0.1
1756,226,613,0.2
1757,1259,1176,0.1
1758,1354,75,0.4
1759,27,64,0.3
1760,3659,2195,0.1
1761,3659,3356,0.1
1762,4206,2257,0.1
1763,1892,4466,0.1
1764,1342,30,0.1
1765,5830,5826,0.6
1766,3841,5508,-0.3
1767,972,1007,0.3
1768,1611,1522,1.0
1769,3100,3898,0.5
1770,977,3302,0.1
1771,510,5,0.1
1772,3743,4115,0.2
1773,2273,4770,0.1
1774,825,791,0.2
1775,2940,2882,0.1
1776,3751,4521,0.3
1777,4444,2876,0.1
1778,319,1467,-0.1
1779,264,888,0.1
1780,1698,10,0.1
1781,3245,1793,-1.0
1782,1486,1839,0.1
1783,1344,2062,0.1
1784,3577,3692,0.1
1785,2707,2545,0.2
1786,1176,1245,0.3
1787,10,2502,0.2
1788,1718,84,0.2
1789,3710,4587,-1.0
1790,2020,1901,0.1
1791,1764,4776,-0.8
1792,2800,1907,0.1
1793,4495,2545,0.1
1794,3275,3910,0.3
1795,864,1981,-1.0
1796,2744,2247,0.1
1797,1764,3284,0.1
1798,3126,1945,0.1
1799,2119,2262,0.5
1800,1925,1240,0.1
1801,257,11,0.2
1802,3814,3688,0.1
1803,1486,1160,0.4
1804,264,45,0.4
1805,1987,1668,0.2
1806,1024,917,0.1
1807,0,471,0.1
1808,3453,1430,-0.1
1809,2146,2125,0.5
1810,1176,1287,0.2
1811,1354,124,0.2
1812,1585,1981,0.1
1813,995,866,0.2
1814,0,589,0.2
1815,378,650,0.1
1816,1324,1647,0.1
1817,5647,5670,0.8
1818,1354,111,0.2
1819,3378,5134,0.3
1820,112,480,0.1
1821,1907,3016,0.1
1822,2077,5060,-1.0
1823,26,5398,0.1
1824,960,233,0.2
1825,1907,2505,0.3
1826,2016,5821,0.1
1827,2024,1875,0.1
1828,4236,4144,0.1
1829,4206,5780,0.3
1830,1786,2347,0.1
1831,455,302,0.2
1832,3523,4444,0.1
1833,1521,2338,0.2
1834,3302,3376,0.1
1835,1797,1996,0.1
1836,163,738,0.1
1837,3354,4115,0.1
1838,1764,5211,-0.5
1839,3391,1369,0.1
1840,41,3391,0.2
1841,1341,1522,1.0
1842,4423,5508,0.1
1843,4092,2996,0.1
1844,5698,3631,0.1
1845,3523,3786,0.1
1846,45,617,0.1
1847,3294,3126,0.2
1848,1689,5432,0.1
1849,2125,2228,-0.1
1850,2570,3032,0.4
1851,1474,1249,0.1
1852,26,505,0.4
1853,1764,3826,0.1
1854,791,845,0.3
1855,506,4916,0.1
1856,1640,1576,0.1
1857,5682,3378,0.1
1858,2247,2557,0.1
1859,1276,313,0.2
1860,5062,26,0.1
1861,1482,1293,0.2
1862,1643,0,1.0
1863,1428,1354,0.1
1864,4216,4417,0.2
1865,1293,1465,0.1
1866,685,510,0.1
1867,3715,4583,-1.0
1868,523,1580,0.1
1869,1428,2338,0.1
1870,1310,5,-1.0
1871,4376,4373,0.1
1872,451,132,0.1
1873,381,159,0.1
1874,3841,5659,-1.0
1875,5556,5687,0.5
1876,2822,2890,0.1
1877,1997,4705,0.1
1878,483,544,0.1
1879,3910,2247,0.1
1880,1030,1021,0.1
1881,4111,2839,0.1
1882,2943,3776,0.1
1883,84,3893,0.1
1884,4206,4545,0.1
1885,248,159,0.1
1886,3910,4123,0.2
1887,1786,3170,0.1
1888,987,545,0.1
1889,3684,3719,-1.0
1890,4703,4223,0.3
1891,1981,2940,0.1
1892,2834,669,0.1
1893,2171,1981,0.1
1894,646,752,0.1
1895,980,1059,0.1
1896,217,185,0.5
1897,1293,1998,0.1
1898,4088,3659,1.0
1899,2176,2256,0.1
1900,943,729,0.2
1901,589,648,0.1
1902,2840,2338,-1.0
1903,1733,132,0.1
1904,1360,4613,0.1
1905,2146,1485,0.3
1906,1145,1146,0.1
1907,163,784,0.3
1908,2016,2072,0.1
1909,2032,2093,0.1
1910,3167,3052,1.0
1911,2076,1814,0.1
1912,56,15,0.3
1913,5314,2241,0.3
1914,1053,452,0.2
1915,1848,2433,0.1
1916,26,5500,0.2
1917,2020,2181,-0.1
1918,473,472,0.1
1919,4666,4687,0.1
1920,4559,355,0.1
1921,385,1512,0.2
1922,2435,2587,0.1
1923,2347,4202,0.4
1924,3438,2981,0.2
1925,867,975,0.1
1926,176,0,0.1
1927,4588,4589,0.1
1928,1512,1733,0.1
1929,163,865,0.2
1930,2839,3203,0.1
1931,4051,2338,0.1
1932,3210,375,0.1
1933,3857,4389,0.1
1934,4092,1204,0.1
1935,1341,385,0.9
1936,3554,3724,0.2
1937,1532,1512,0.2
1938,5644,3396,0.5
1939,2007,1435,0.2
1940,4194,2077,0.3
1941,1756,2180,0.1
1942,2028,1850,1.0
1943,523,3547,0.2
1944,3546,323,0.1
1945,27,637,0.1
1946,2893,3191,0.1
1947,2884,4397,-0.1
1948,514,544,0.2
1949,2185,451,0.5
1950,2975,2294,-1.0
1951,27,1798,0.3
1952,3814,2420,0.1
1953,3659,2570,0.1
1954,1631,1763,0.1
1955,1524,1503,0.1
1956,4321,4230,0.2
1957,661,483,0.1
1958,2166,2677,0.1
1959,5134,4338,0.2
1960,688,834,0.1
1961,4323,1568,0.1
1962,3161,1764,0.1
1963,2247,2669,0.3
1964,3819,3275,0.2
1965,4604,5309,0.3
1966,1780,457,0.5
1967,2573,2517,1.0
1968,4604,4618,0.1
1969,6,625,0.2
1970,4792,4933,0.3
1971,1240,1914,0.1
1972,3378,3573,0.1
1973,890,6,0.1
1974,3573,1352,0.1
1975,16,1,0.5
1976,2925,2338,0.2
1977,4604,4756,0.1
1978,841,1166,1.0
1979,5102,5120,0.1
1980,136,6,0.2
1981,530,1172,0.1
1982,1764,2247,0.7
1983,1571,2259,0.2
1984,95,57,0.3
1985,1853,1275,0.1
1986,884,882,0.1
1987,2070,2271,0.1
1988,5134,1804,0.1
1989,5379,2446,-1.0
1990,5134,500,0.1
1991,2623,2077,0.5
1992,2632,2969,0.1
1993,3032,163,0.4
1994,2140,1800,0.2
1995,3713,4579,-1.0
1996,993,428,0.4
1997,1121,1183,0.1
1998,2067,2066,0.1
1999,4973,5596,0.3
2000,440,462,0.2
2001,2077,4096,0.1
2002,1521,3257,0.1
2003,3719,4593,-1.0
2004,620,483,0.2
2005,716,1145,0.1
2006,497,429,0.1
2007,3717,4579,-1.0
2008,5039,864,0.2
2009,2885,2707,0.1
2010,1245,2570,0.1
2011,1524,1564,0.1
2012,688,313,0.1
2013,3396,5648,0.5
2014,3776,2587,0.4
2015,691,1719,0.2
2016,168,6,0.2
2017,1360,1764,0.1
2018,3728,5649,0.1
2019,75,111,0.1
2020,106,95,0.1
2021,2893,2580,0.1
2022,111,5,0.6
2023,976,867,0.5
2024,243,378,0.2
2025,1344,1585,0.1
2026,3496,3942,0.1
2027,2570,859,0.1
2028,5340,5158,0.2
2029,684,739,0.2
2030,3052,3167,0.1
2031,1258,26,0.1
2032,3819,1568,0.1
2033,230,593,0.1
2034,610,677,0.2
2035,2077,5130,-1.0
2036,2077,5088,-1.0
2037,3800,5456,-1.0
2038,3800,2146,-0.4
2039,4423,4746,0.1
2040,626,14,0.2
2041,277,497,0.1
2042,4571,4545,-1.0
2043,4791,4115,0.2
2044,1760,26,0.1
2045,3062,4129,0.1
2046,3043,2587,0.2
2047,97,6,0.3
2048,3716,4576,-1.0
2049,2347,1685,0.1
2050,3356,3363,-1.0
2051,3916,98,0.3
2052,864,1673,0.5
2053,3848,2342,0.1
2054,42,300,0.1
2055,1698,1899,0.1
2056,1594,3474,0.1
2057,4433,584,0.1
2058,5149,4312,0.1
2059,3848,977,0.5
2060,6,440,0.1
2061,29,0,0.8
2062,1310,2472,-0.1
2063,3366,1310,0.1
2064,4247,4115,0.1
2065,977,1783,0.2
2066,6,41,0.4
2067,3416,3932,0.1
2068,2851,26,0.1
2069,675,2093,0.1
2070,1293,2839,0.2
2071,264,2166,0.1
2072,858,1522,0.1
2073,326,392,0.1
2074,3717,1970,-1.0
2075,1814,2004,0.1
2076,1707,1774,0.2
2077,4545,30,0.1
2078,163,264,0.3
2079,1610,1765,0.2
2080,1830,1875,0.2
2081,4973,1689,0.3
2082,5193,947,0.4
2083,3,894,0.4
2084,1234,1326,0.1
2085,1981,2076,0.1
2086,1711,10,0.1
2087,864,5309,0.1
2088,4314,4092,1.0
2089,2284,2247,0.1
2090,497,277,0.1
2091,4894,3638,0.1
2092,4096,2570,0.1
2093,4206,4170,0.3
2094,687,686,0.1
2095,4427,2974,0.1
2096,1830,1987,0.1
2097,4410,4409,0.1
2098,2682,2620,1.0
2099,2247,4447,-1.0
2100,2819,1121,-0.1
2101,2587,3391,0.2
2102,864,4698,0.1
2103,3354,2974,0.2
2104,2949,3743,0.1
2105,165,1127,0.1
2106,3910,5660,0.1
2107,506,264,0.2
2108,2268,1827,0.1
2109,4736,4471,1.0
2110,5514,5510,-1.0
2111,5317,3674,0.3
2112,1998,1764,0.1
2113,5683,3800,0.1
2114,4917,4471,0.1
2115,2587,3153,0.1
2116,2587,3747,0.4
2117,4155,10,0.1
2118,3062,3887,0.1
2119,1948,1951,0.1
2120,2020,3719,-1.0
2121,4413,4314,1.0
2122,1907,5737,0.5
2123,2077,5017,-1.0
2124,6,1936,0.2
2125,1093,232,0.1
2126,1341,1204,0.1
2127,1764,1893,0.1
2128,5411,3564,0.1
2129,4413,4114,0.1
2130,2077,1230,0.1
2131,2884,1011,0.1
2132,4909,1764,0.1
2133,4302,3814,0.1
2134,3728,3470,0.1
2135,4407,4092,0.3
2136,3896,2077,0.5
2137,2580,2505,0.1
2138,4042,4076,0.1
2139,1344,1447,0.1
2140,2468,2070,0.3
2141,5413,3646,0.1
2142,453,3325,0.5
2143,1764,4126,0.1
2144,2930,2962,0.8
2145,255,791,0.5
2146,26,4999,0.1
2147,2024,10,0.1
2148,2576,2610,1.0
2149,505,2139,-0.5
2150,3409,3410,1.0
2151,2444,4545,0.2
2152,3825,4701,0.1
2153,3474,4101,0.1
2154,3379,5104,-1.0
2155,45,3092,0.1
2156,2218,2480,-0.3
2157,1059,863,0.2
2158,5259,851,0.1
2159,925,902,0.1
2160,2077,5455,0.2
2161,1086,1051,0.1
2162,3910,1764,0.3
2163,2819,747,-0.1
2164,188,41,0.6
2165,1166,482,0.2
2166,4792,4603,0.1
2167,960,3522,0.2
2168,2166,2150,0.3
2169,1797,2121,0.1
2170,1160,111,0.4
2171,2511,2884,0.1
2172,216,21,0.1
2173,2146,2169,0.1
2174,1240,1496,0.2
2175,1374,26,0.1
2176,17,84,0.4
2177,4039,4328,0.1
2178,4206,1840,0.1
2179,170,1085,0.1
2180,1764,2330,0.1
2181,2247,2916,0.1
2182,1354,153,0.4
2183,26,1851,0.5
2184,2125,2279,0.1
2185,4381,4216,0.2
2186,2214,2587,0.5
2187,4431,5454,1.0
2188,2537,2020,-0.4
2189,1853,1840,0.1
2190,2554,1981,0.1
2191,5687,5506,0.8
2192,5429,3646,0.2
2193,4519,4513,-1.0
2194,3623,4243,0.1
2195,2819,2625,-0.1
2196,0,376,0.1
2197,2819,1623,-0.1
2198,1746,1998,-0.5
2199,4521,5314,0.1
2200,4148,3643,0.1
2201,864,1774,0.1
2202,2377,2380,0.1
2203,1797,1798,0.5
2204,1921,1624,0.1
2205,1230,1254,0.1
2206,1086,740,0.1
2207,2675,5134,0.5
2208,2500,1629,0.2
2209,147,165,0.2
2210,4237,4663,0.2
2211,1643,18,1.0
2212,359,589,0.1
2213,1754,26,0.1
2214,3910,4089,0.1
2215,4980,4977,0.2
2216,2107,1293,0.1
2217,2416,1764,0.1
2218,3910,4034,0.1
2219,198,701,0.3
2220,2068,2020,0.1
2221,1900,1814,0.1
2222,2598,26,0.5
2223,3647,3613,1.0
2224,2135,26,0.5
2225,2247,3585,0.1
2226,1998,1847,0.1
2227,4152,3523,0.2
2228,4569,4392,-1.0
2229,3850,1704,0.3
2230,127,492,0.1
2231,5104,4092,-1.0
2232,1907,4548,-0.1
2233,41,1465,0.1
2234,2192,2032,1.0
2235,1925,4504,0.1
2236,2062,2839,0.7
2237,2782,10,0.2
2238,162,155,0.1
2239,454,6,0.4
2240,2592,3823,0.2
2241,6,599,0.3
2242,977,2822,0.4
2243,727,1155,0.8
2244,1959,1512,0.1
2245,255,183,0.3
2246,1685,4038,0.1
2247,4316,3668,-1.0
2248,216,281,0.2
2249,1072,26,0.2
2250,3453,3995,-1.0
2251,2570,3743,0.2
2252,86,4973,0.3
2253,2996,1876,0.1
2254,2218,3042,-1.0
2255,1379,377,0.2
2256,2511,2534,0.1
2257,1644,1519,0.1
2258,1160,1321,0.8
2259,4604,2076,0.4
2260,3646,2587,0.2
2261,26,4700,0.1
2262,3910,510,0.1
2263,4598,2273,-1.0
2264,864,1610,0.1
2265,3378,3643,0.3
2266,3823,2675,0.1
2267,2042,2290,0.1
2268,3405,2587,0.2
2269,106,679,0.1
2270,2255,1459,0.1
2271,4444,5777,-1.0
2272,2790,1853,0.2
2273,403,518,0.2
2274,1240,1571,0.2
2275,3391,1764,1.0
2276,2302,2077,0.2
2277,734,1367,0.1
2278,4206,5135,0.1
2279,4279,3825,0.3
2280,4888,4889,0.1
2281,2424,26,0.1
2282,3564,3646,0.1
2283,2244,1764,0.2
2284,4545,4196,0.1
2285,3040,5378,0.1
2286,1541,2047,0.2
2287,5419,18,0.1
2288,3437,3436,0.1
2289,1531,1522,0.2
2290,418,26,0.1
2291,606,591,0.1
2292,5253,3910,0.5
2293,4210,4548,0.1
2294,1312,1422,0.2
2295,2971,2062,0.1
2296,1764,2446,0.2
2297,1155,1156,0.1
2298,2264,3198,-0.2
2299,1240,977,0.1
2300,3331,2127,0.3
2301,4979,4977,0.3
2302,4329,864,0.1
